,호선,역명,자치구,역번호,미세먼지,이산화탄소,포름알데히드,일산화탄소,공기질점수,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,승객수
103,5호선,신정,양천구,2520,0.04507512520868118,0.22551928783382788,0.1656441717791411,0.41666666666666663,0.15169452483558393,707224.0,615143.0,535899.0,555947.0,606383.0,640973.0,681860.0,585234.0,561685.0,631386.0,649885.0,560625.0,0.1297190786161722
104,5호선,목동,양천구,2521,0.25041736227045075,0.23738872403560832,0.23926380368098157,0.5833333333333333,0.3341847527569609,1078490.0,919876.0,777090.0,816457.0,898973.0,931144.0,985925.0,829970.0,778892.0,895177.0,914958.0,760508.0,0.1930885700703267
105,5호선,오목교,양천구,2522,0.0,0.5578635014836796,0.9478527607361964,0.5833333333333333,0.6447770672319317,1461669.0,1257799.0,1002166.0,1053374.0,1163597.0,1203933.0,1294755.0,1099332.0,1002095.0,1183631.0,1213169.0,975887.0,0.25779605215770973
106,5호선,양평,영등포구,2523,0.39899833055091827,0.3115727002967359,0.18098159509202452,0.5833333333333333,0.39979486213717774,389216.0,356998.0,322086.0,328286.0,344300.0,372872.0,391762.0,326318.0,316478.0,344971.0,365164.0,324968.0,0.06842070734737532
107,5호선,영등포구청,영등포구,2524,0.4407345575959934,0.44807121661721067,0.3773006134969325,0.5833333333333333,0.5491996804374248,224949.0,202559.0,185758.0,188237.0,201889.0,216052.0,228423.0,190931.0,189548.0,207040.0,213727.0,187663.0,0.03441869990394951
108,5호선,영등포시장,영등포구,2525,0.3606010016694492,0.22255192878338279,0.17177914110429449,0.41666666666666663,0.2788173769840188,597011.0,495696.0,400958.0,418950.0,456631.0,464703.0,497399.0,426451.0,398821.0,460129.0,485188.0,415075.0,0.09438184486231142
109,5호선,신길,영등포구,2526,0.23539232053422382,0.41839762611275966,0.2852760736196319,0.4999999999999999,0.3855067357718728,210847.0,192260.0,173202.0,176124.0,187329.0,197299.0,207565.0,179887.0,173084.0,197156.0,209225.0,181158.0,0.031466714633507246
110,5호선,여의도,영등포구,2527,0.4173622704507512,0.39465875370919884,0.15030674846625763,0.41666666666666663,0.3615449322701084,1410098.0,1268768.0,1099201.0,1115774.0,1179772.0,1295825.0,1378948.0,1126942.0,1060460.0,1175185.0,1265960.0,1067780.0,0.26817795308515946
111,5호선,여의나루,영등포구,2528,0.24540901502504175,0.32344213649851633,0.03374233128834357,0.4999999999999999,0.2512920423088487,426124.0,376465.0,499064.0,508332.0,570769.0,559008.0,581300.0,339996.0,356247.0,461452.0,395557.0,298556.0,0.0915758236221895
112,5호선,마포,마포구,2529,0.1886477462437395,0.4065281899109792,0.16871165644171782,0.5833333333333333,0.3488708745638497,819366.0,703877.0,602516.0,624854.0,678288.0,725141.0,768248.0,640387.0,605706.0,669806.0,713143.0,594749.0,0.1455620938927544
113,5호선,공덕,마포구,2530,0.4474123539232053,0.41543026706231456,0.1656441717791411,0.5833333333333333,0.4544161913073279,814468.0,717496.0,603740.0,634904.0,686820.0,736860.0,784812.0,629255.0,600417.0,690130.0,729743.0,592524.0,0.14702383663864577
114,5호선,애오개,마포구,2531,0.41235392320534225,0.5252225519287834,0.3190184049079754,0.6666666666666665,0.5786462848393733,410342.0,355902.0,298754.0,311285.0,338863.0,360550.0,380435.0,314760.0,295743.0,331757.0,345251.0,282905.0,0.06536687040893678
115,5호선,충정로,서대문구,2532,0.3272120200333891,0.6083086053412463,0.15950920245398773,0.6666666666666665,0.514200003067899,252979.0,225662.0,186705.0,204809.0,232647.0,251095.0,253582.0,207975.0,200056.0,225314.0,242862.0,203907.0,0.03930136997501597
116,5호선,서대문,종로구,2533,0.41235392320534225,0.3323442136498516,0.303680981595092,0.6666666666666665,0.49559161765133625,1014377.0,871245.0,742140.0,753624.0,804643.0,888207.0,925506.0,757714.0,725299.0,819329.0,869713.0,758547.0,0.18029645220583224
117,5호선,광화문,종로구,2534,0.4023372287145243,0.29376854599406527,0.34662576687116564,0.5833333333333333,0.46009824372723146,2075062.0,1673319.0,1268198.0,1339428.0,1474262.0,1626446.0,1771407.0,1413102.0,1210664.0,1462189.0,1572459.0,1223428.0,0.3395296212760971
118,5호선,종로3가,종로구,2535,0.48080133555926535,0.4065281899109792,0.7177914110429447,0.6666666666666665,0.7176689765187487,960098.0,683334.0,495422.0,559442.0,631342.0,650560.0,751455.0,584272.0,494397.0,654016.0,632776.0,421273.0,0.13334273592424353
119,5호선,을지로4가,중구,2536,0.17529215358931552,0.33827893175074186,0.3404907975460123,0.8333333333333331,0.48456215100678923,328639.0,283132.0,254628.0,267633.0,289437.0,300349.0,314918.0,253097.0,261898.0,284310.0,294957.0,263729.0,0.05310612546677147
120,5호선,동대문역사문화공원,중구,2537,0.6377295492487479,0.35311572700296734,0.41411042944785276,0.7499999999999999,0.6710661915615045,178575.0,160500.0,125648.0,128895.0,136768.0,147719.0,151542.0,130357.0,127974.0,133913.0,145333.0,130641.0,0.020034273709226724
121,5호선,청구,중구,2538,0.37562604340567607,0.258160237388724,0.17484662576687116,0.7499999999999999,0.4332004736137773,227841.0,198913.0,171007.0,176051.0,190802.0,199813.0,209242.0,175980.0,176005.0,194502.0,198903.0,169893.0,0.03154100094181645
122,5호선,신금호,성동구,2539,0.20367278797996663,0.2195845697329377,0.2791411042944786,0.6666666666666665,0.35758425425731794,369011.0,312890.0,264743.0,283609.0,310504.0,327001.0,346116.0,285702.0,278943.0,319229.0,326862.0,270976.0,0.05892403212688164
123,5호선,행당,성동구,2540,0.42404006677796335,0.3798219584569733,0.2147239263803681,0.6666666666666665,0.48370749544541053,460064.0,390395.0,327543.0,349249.0,388030.0,406521.0,428337.0,356987.0,342535.0,392671.0,405732.0,336332.0,0.07622655143723372
124,5호선,왕십리,성동구,2541,0.5292153589315526,0.42729970326409494,0.33435582822085885,0.6666666666666665,0.5923185573533088,308009.0,256270.0,213100.0,225665.0,246271.0,252145.0,269941.0,234090.0,215070.0,247316.0,248967.0,207151.0,0.04390342234842069
125,5호선,마장,성동구,2542,0.3171953255425709,0.6023738872403561,0.19018404907975459,0.9166666666666666,0.6197948751490782,356431.0,280102.0,236971.0,249637.0,276090.0,283299.0,297489.0,255152.0,255189.0,274398.0,283406.0,241995.0,0.05103155961145302
126,5호선,답십리,성동구,2543,0.3038397328881469,0.6735905044510386,0.28834355828220853,0.7499999999999999,0.6155482656765294,936755.0,825113.0,716607.0,738027.0,798593.0,834064.0,870869.0,741525.0,711172.0,796046.0,817878.0,714357.0,0.17193850277269362
127,5호선,장한평,동대문구,2544,0.46744574290484137,0.6083086053412463,0.15950920245398773,0.5833333333333333,0.5368968579064998,1084173.0,941702.0,802596.0,829894.0,889162.0,940142.0,982738.0,836976.0,804521.0,892505.0,930926.0,809676.0,0.1961556251438129
128,5호선,군자,광진구,2545,0.5375626043405676,0.7774480712166172,0.2791411042944786,0.6666666666666665,0.7132935169046851,685948.0,598843.0,525641.0,549413.0,593688.0,609500.0,640516.0,542406.0,518770.0,594561.0,601275.0,510038.0,0.12267891300598299
129,5호선,아차산,광진구,2546,0.09515859766277132,0.3798219584569733,0.13190184049079753,0.41666666666666663,0.21976221042995625,835220.0,712921.0,639520.0,694909.0,765218.0,775654.0,792666.0,660955.0,659449.0,779267.0,750809.0,641883.0,0.15651017484925678
130,5호선,광나루,광진구,2547,0.293823038397329,0.4065281899109792,0.23312883435582823,0.41666666666666663,0.3500379410043184,763852.0,646728.0,539631.0,580215.0,642569.0,670609.0,692541.0,561083.0,555300.0,657228.0,659504.0,538257.0,0.13313112896110907
131,5호선,천호,강동구,2548,0.22537562604340566,0.3827893175074184,0.23006134969325154,0.5833333333333333,0.37852365394173654,1183441.0,975241.0,808404.0,881771.0,989427.0,998697.0,1044852.0,899868.0,830065.0,974992.0,970080.0,810224.0,0.20826513048187595
132,5호선,강동,강동구,2549,0.3405676126878131,0.5756676557863502,0.24539877300613497,0.4999999999999999,0.4742863400980856,1125426.0,961613.0,827185.0,886079.0,1006710.0,1056090.0,1107454.0,898058.0,830474.0,949104.0,992519.0,840036.0,0.21047826288398291
133,5호선,길동,강동구,2550,0.48747913188647746,0.4629080118694362,0.10736196319018404,0.41666666666666663,0.39960731094878604,456877.0,385828.0,329653.0,349745.0,396176.0,403689.0,424670.0,373364.0,352088.0,397477.0,413658.0,356945.0,0.07731230734908842
